ID;Year;Month;Country;Country Code;Agency;Organisation;Cluster;Item;Quantity;Province / Branch
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;SHELTER;Kitchen sets - other;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;SHELTER;Tent - standard 16m2 (To be defined);0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;SHELTER;Tents - other;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;SHELTER;Storage Tents;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;SHELTER;Sleeping Mats;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Water Bladder 5000L=>10000L;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Water bladder 1500L => 4000L;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Tap Stand;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Water Purification Tablets 33mg;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Water Purification Tablets 67mg;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Jerry cans Standards (10L);0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Jerry Cans - other;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Hygiene kits Standards (To be defined);0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Hygiene kits - Local/Other ;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Oxfam type Bucket;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Bucket - other;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Soaps;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Water Treatment Plants;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;WATSAN;Desalination Unit;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;HEALTH;Mosquito Nets Standards (To be defined);0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;HEALTH;Mosquito Nets - other;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;HEALTH;Basic Unit IEHK ;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;ETC;Emergency Telecom kits;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;ETC;VHF Handsets and Programming Kit;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;ETC;Satellite Phones;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;OTHERS;Agriculture Tool Kits Standards (To be defined);0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;OTHERS;Generators;0;
NCCivil Security;2016;Oct;New Caledonia;NC;Civil Security;Government Agency;OTHERS;School bags;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Tarpaulins Standard  (6x4 meter - non branded);0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Tarpaulins- other;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Plastic sheeting rolls;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Blankets Standard (to be defined);0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Blankets - other;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Chainsaw;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Shelter Tool Kit Standards (IFRC type);0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Shelter Kits -other;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Lamp/Torch;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Solar lanterns;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Ropes;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Kitchen sets - Standard (IFRC -Type A);0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Kitchen sets - other;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Tent - standard 16m2 (To be defined);0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Tents - other;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Storage Tents;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;SHELTER;Sleeping Mats;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Water Bladder 5000L=>10000L;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Water bladder 1500L => 4000L;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Tap Stand;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Water Purification Tablets 33mg;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Water Purification Tablets 67mg;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Jerry cans Standards (10L);0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Jerry Cans - other;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Hygiene kits Standards (To be defined);0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Hygiene kits - Local/Other ;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Oxfam type Bucket;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Bucket - other;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Soaps;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Water Treatment Plants;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;WATSAN;Desalination Unit;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;HEALTH;Mosquito Nets Standards (To be defined);0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;HEALTH;Mosquito Nets - other;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;HEALTH;Basic Unit IEHK ;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;ETC;Emergency Telecom kits;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;ETC;VHF Handsets and Programming Kit;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;ETC;Satellite Phones;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;OTHERS;Agriculture Tool Kits Standards (To be defined);0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;OTHERS;Generators;0;
NCWORLD VISION;2016;Oct;New Caledonia;NC;WORLD VISION;INGO;OTHERS;School bags;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Tarpaulins Standard  (6x4 meter - non branded);70;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Tarpaulins- other;137;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Plastic sheeting rolls;2;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Blankets Standard (to be defined);0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Blankets - other;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Chainsaw;1;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Shelter Tool Kit Standards (IFRC type);0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Shelter Kits -other;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Lamp/Torch;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Solar lanterns;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Ropes;838;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Kitchen sets - Standard (IFRC -Type A);0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Kitchen sets - other;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Tent - standard 16m2 (To be defined);0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Tents - other;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Storage Tents;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;SHELTER;Sleeping Mats;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Water Bladder 5000L=>10000L;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Water bladder 1500L => 4000L;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Tap Stand;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Water Purification Tablets 33mg;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Water Purification Tablets 67mg;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Jerry cans Standards (10L);1541;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Jerry Cans - other;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Hygiene kits Standards (To be defined);600;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Hygiene kits - Local/Other ;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Oxfam type Bucket;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Bucket - other;504;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Soaps;11496;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Water Treatment Plants;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;WATSAN;Desalination Unit;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;HEALTH;Mosquito Nets Standards (To be defined);0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;HEALTH;Mosquito Nets - other;183;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;HEALTH;Basic Unit IEHK ;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;ETC;Emergency Telecom kits;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;ETC;VHF Handsets and Programming Kit;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;ETC;Satellite Phones;0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;OTHERS;Agriculture Tool Kits Standards (To be defined);0;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;OTHERS;Generators;9;
VUADRA;2016;Oct;Vanuatu;VU;ADRA;INGO;OTHERS;School bags;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Tarpaulins Standard  (6x4 meter - non branded);0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Tarpaulins- other;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Plastic sheeting rolls;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Blankets Standard (to be defined);0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Blankets - other;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Chainsaw;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Shelter Tool Kit Standards (IFRC type);0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Shelter Kits -other;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Lamp/Torch;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Solar lanterns;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Ropes;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Kitchen sets - Standard (IFRC -Type A);0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Kitchen sets - other;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Tent - standard 16m2 (To be defined);0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Tents - other;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Storage Tents;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;SHELTER;Sleeping Mats;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Water Bladder 5000L=>10000L;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Water bladder 1500L => 4000L;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Tap Stand;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Water Purification Tablets 33mg;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Water Purification Tablets 67mg;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Jerry cans Standards (10L);0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Jerry Cans - other;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Hygiene kits Standards (To be defined);0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Hygiene kits - Local/Other ;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Oxfam type Bucket;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Bucket - other;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Soaps;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Water Treatment Plants;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;WATSAN;Desalination Unit;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;HEALTH;Mosquito Nets Standards (To be defined);0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;HEALTH;Mosquito Nets - other;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;HEALTH;Basic Unit IEHK ;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;ETC;Emergency Telecom kits;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;ETC;VHF Handsets and Programming Kit;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;ETC;Satellite Phones;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;OTHERS;Agriculture Tool Kits Standards (To be defined);0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;OTHERS;Generators;0;
VUCARE International;2016;Oct;Vanuatu;VU;CARE International;INGO;OTHERS;School bags;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Tarpaulins Standard  (6x4 meter - non branded);0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Tarpaulins- other;2000;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Plastic sheeting rolls;6;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Blankets Standard (to be defined);2000;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Blankets - other;1990;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Chainsaw;4;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Shelter Tool Kit Standards (IFRC type);1000;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Shelter Kits -other;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Lamp/Torch;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Solar lanterns;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Ropes;1;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Kitchen sets - Standard (IFRC -Type A);1000;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Kitchen sets - other;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Tent - standard 16m2 (To be defined);0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Tents - other;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Storage Tents;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;SHELTER;Sleeping Mats;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Water Bladder 5000L=>10000L;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Water bladder 1500L => 4000L;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Tap Stand;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Water Purification Tablets 33mg;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Water Purification Tablets 67mg;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Jerry cans Standards (10L);1000;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Jerry Cans - other;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Hygiene kits Standards (To be defined);1000;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Hygiene kits - Local/Other ;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Oxfam type Bucket;1000;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Bucket - other;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Soaps;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Water Treatment Plants;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;WATSAN;Desalination Unit;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;HEALTH;Mosquito Nets Standards (To be defined);0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;HEALTH;Mosquito Nets - other;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;HEALTH;Basic Unit IEHK ;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;ETC;Emergency Telecom kits;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;ETC;VHF Handsets and Programming Kit;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;ETC;Satellite Phones;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;OTHERS;Agriculture Tool Kits Standards (To be defined);0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;OTHERS;Generators;0;
VUCARITAS;2016;Oct;Vanuatu;VU;CARITAS;INGO;OTHERS;School bags;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Tarpaulins Standard  (6x4 meter - non branded);0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Tarpaulins- other;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Plastic sheeting rolls;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Blankets Standard (to be defined);0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Blankets - other;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Chainsaw;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Shelter Tool Kit Standards (IFRC type);0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Shelter Kits -other;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Lamp/Torch;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Solar lanterns;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Ropes;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Kitchen sets - Standard (IFRC -Type A);0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Kitchen sets - other;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Tent - standard 16m2 (To be defined);0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Tents - other;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Storage Tents;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;SHELTER;Sleeping Mats;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Water Bladder 5000L=>10000L;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Water bladder 1500L => 4000L;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Tap Stand;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Water Purification Tablets 33mg;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Water Purification Tablets 67mg;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Jerry cans Standards (10L);0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Jerry Cans - other;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Hygiene kits Standards (To be defined);0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Hygiene kits - Local/Other ;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Oxfam type Bucket;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Bucket - other;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Soaps;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Water Treatment Plants;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;WATSAN;Desalination Unit;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;HEALTH;Mosquito Nets Standards (To be defined);0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;HEALTH;Mosquito Nets - other;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;HEALTH;Basic Unit IEHK ;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;ETC;Emergency Telecom kits;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;ETC;VHF Handsets and Programming Kit;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;ETC;Satellite Phones;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;OTHERS;Agriculture Tool Kits Standards (To be defined);0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;OTHERS;Generators;0;
VUDFAT;2016;Oct;Vanuatu;VU;DFAT;Government Agency;OTHERS;School bags;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Tarpaulins Standard  (6x4 meter - non branded);0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Tarpaulins- other;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Plastic sheeting rolls;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Blankets Standard (to be defined);0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Blankets - other;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Chainsaw;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Shelter Tool Kit Standards (IFRC type);0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Shelter Kits -other;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Lamp/Torch;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Solar lanterns;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Ropes;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Kitchen sets - Standard (IFRC -Type A);0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Kitchen sets - other;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Tent - standard 16m2 (To be defined);0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Tents - other;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Storage Tents;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;SHELTER;Sleeping Mats;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;WATSAN;Water Bladder 5000L=>10000L;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;WATSAN;Water bladder 1500L => 4000L;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;WATSAN;Tap Stand;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;WATSAN;Water Purification Tablets 33mg;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;WATSAN;Water Purification Tablets 67mg;0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;WATSAN;Jerry cans Standards (10L);0;
VUFAO;2016;Oct;Vanuatu;VU;FAO;Government Agency;WATSAN;Jerry Cans - other;0;
